FWHM (mm),Rotation (rad),Number of sampled angles,Number of samples per angle,Height of gamma pulse (mm),Length of gamma pulse (mm),Off axial distance (mm)
11.99169832,0.6981317007977318,200,10,3.1,0.0135,0.1
