#BLTrackFile Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-4.91562 -3.52465 865 -1.68894 -1.21102 297.203 2.8854 22 282 1 0 1 
0.37675 -1.62109 865 0.130941 -0.563415 300.634 2.88533 22 284 1 0 1 
0.949469 -0.424155 865 0.332474 -0.148526 302.896 2.88533 22 286 1 0 1 
-1.53501 -5.74507 865 -0.527515 -1.97433 297.263 2.8854 22 288 1 0 1 
3.18406 -2.28312 865 1.097 -0.786603 298.017 2.88536 22 291 1 0 1 
-0.0422797 -0.937421 865 -0.0146088 -0.323904 298.881 2.88533 22 292 1 0 1 
-5.99746 -2.92341 865 -0.011063 -0.00552289 1.40551 2.88543 22 296 2750 1001 1 
-2.01188 -0.572097 865 -0.697611 -0.198372 299.935 2.88534 22 298 1 0 1 
2.69718 -3.70442 865 0.940307 -1.29146 301.562 2.88537 22 299 1 0 1 
1.06519 -1.36804 865 0.363131 -0.466373 294.884 2.88533 22 300 1 0 1 
3.79519 -0.683503 865 1.32317 -0.2383 301.578 2.88536 22 301 1 0 1 
-0.0552329 -0.543887 865 -0.019161 -0.188681 300.079 2.88533 22 302 1 0 1 
3.19042 -3.66867 865 1.10979 -1.27615 300.892 2.88537 22 303 1 0 1 
-1.15604 -0.208813 865 -0.402843 -0.0727649 301.426 2.88533 22 306 1 0 1 
-1.54106 -0.965501 865 -0.542829 -0.340091 304.69 2.88533 22 307 1 0 1 
5.36018 -0.640235 865 1.85252 -0.22127 298.951 2.88538 22 308 1 0 1 
-3.65454 -0.586693 865 -1.26633 -0.203295 299.73 2.88535 22 310 1 0 1 
-0.385428 -0.215854 865 -0.134359 -0.0752462 301.537 2.88533 22 311 1 0 1 
-0.841756 -2.64088 865 -0.29078 -0.912276 298.809 2.88534 22 312 1 0 1 
-0.167013 -2.08502 865 -0.0577728 -0.721246 299.219 2.88534 22 317 1 0 1 
-0.655472 -3.6945 865 -0.228274 -1.28664 301.244 2.88535 22 318 1 0 1 
0.19956 -1.98559 865 0.0695637 -0.692148 301.526 2.88534 22 320 1 0 1 
-3.0496 -0.299878 865 -1.05426 -0.103669 299.033 2.88535 22 323 1 0 1 
-0.91184 -1.43179 865 -0.316118 -0.496377 299.88 2.88533 22 324 1 0 1 
1.02555 -0.44069 865 0.3538 -0.152031 298.412 2.88533 22 325 1 0 1 
-4.97285 -0.703839 865 -1.72177 -0.243693 299.492 2.88538 22 326 1 0 1 
-0.966826 -0.129697 865 -0.335342 -0.0449852 300.024 2.88533 22 327 1 0 1 
-0.454638 -3.36334 865 -0.158546 -1.1729 301.651 2.88535 22 328 1 0 1 
-0.593934 -2.14711 865 -0.201307 -0.727739 293.182 2.88534 22 331 1 0 1 
3.67912 -1.29589 865 1.2669 -0.44624 297.862 2.88536 22 332 1 0 1 
-15.6206 44.1555 865 -3.1186 8.95227 116.144 2.89201 -11 334 1001 1 1 
-51.9285 -41.6575 865 -0.48381 -0.36714 5.51324 2.89738 22 334 1016 1010 1 
1.62798 -68.6314 865 0.0170576 -0.606678 5.39867 2.89787 22 334 1368 1018 1 
-1.09811 -44.085 865 -0.00316431 -0.153349 2.16845 2.89041 22 334 1369 1018 1 
0.115298 -1.20506 865 0.0401065 -0.419179 300.89 2.88533 22 336 1 0 1 
-0.465399 -0.633545 865 -0.16116 -0.219387 299.536 2.88533 22 342 1 0 1 
-1.6962 -2.62336 865 -0.593223 -0.917487 302.522 2.88535 22 343 1 0 1 
-3.25794 -0.894657 865 -1.12669 -0.309399 299.142 2.88535 22 344 1 0 1 
-0.0696644 -1.01192 865 -0.0243276 -0.353374 302.067 2.88533 22 348 1 0 1 
0.693941 -0.651823 865 0.241048 -0.226418 300.467 2.88533 22 352 1 0 1 
2.46627 -0.998905 865 0.85291 -0.345452 299.143 2.88534 22 354 1 0 1 
6.73567 -6.75678 865 0.0516526 -0.0523319 5.55727 2.88555 22 356 2581 1117 1 
1.08824 -2.87641 865 0.37421 -0.989105 297.446 2.88535 22 358 1 0 1 
5.2671 -0.547012 865 1.82881 -0.18993 300.339 2.88538 22 359 1 0 1 
0.675235 -4.0055 865 0.236262 -1.40151 302.66 2.88536 22 361 1 0 1 
-0.0558594 -0.335191 865 -0.0194705 -0.116835 301.507 2.88533 22 364 1 0 1 
-2.84274 -0.211516 865 -0.989701 -0.0736393 301.15 2.88534 22 365 1 0 1 
0.012758 -3.86569 865 0.00444655 -1.34731 301.479 2.88536 22 368 1 0 1 
-1.18537 -0.335679 865 -0.415618 -0.117697 303.289 2.88533 22 369 1 0 1 
-1.22077 -0.362887 865 -0.424349 -0.126143 300.682 2.88533 22 370 1 0 1 
-0.301567 -1.08039 865 -0.104258 -0.373512 299.048 2.88533 22 371 1 0 1 
0.479732 -1.4114 865 0.166249 -0.489114 299.762 2.88533 22 372 1 0 1 
-0.781429 -0.581232 865 -0.271028 -0.201593 300.014 2.88533 22 373 1 0 1 
-0.891569 -1.05182 865 -0.308916 -0.364442 299.71 2.88533 22 374 1 0 1 
-0.559484 -4.69488 865 -0.191483 -1.60682 296.046 2.88537 22 375 1 0 1 
3.48388 -0.603599 865 1.2058 -0.208911 299.384 2.88535 22 381 1 0 1 
0.345596 -1.62581 865 0.121719 -0.572611 304.654 2.88533 22 383 1 0 1 
-0.0792723 -2.03494 865 -0.0272121 -0.698542 296.931 2.88534 22 384 1 0 1 
2.72756 -0.616193 865 0.95664 -0.216118 303.383 2.88534 22 385 1 0 1 
2.34114 -4.01249 865 0.596079 -1.02327 197.899 2.88538 11 387 1216 1 1 
-2.81193 -4.6839 865 -0.00538956 -0.0089662 1.48549 2.88539 22 387 1217 1216 1 
-6.00415 -2.73542 865 -0.620232 -0.282349 80.1499 2.88542 22 387 1218 1216 1 
0.361749 -0.603171 865 0.12464 -0.207822 298.035 2.88533 22 388 1 0 1 
0.546534 -0.787511 865 0.190547 -0.274562 301.578 2.88533 22 389 1 0 1 
