#BLTrackFile noise_measure_Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-0.606392 -1.92625 1505 -0.00651641 -0.0242984 14.592 5.02015 22 807 1003 1 100 
0.15989 -2.64705 1505 0.0144531 -0.151461 75.6865 5.02015 22 816 1002 1 100 
2.15161 -0.639047 1505 0.00373752 -0.00063115 1.97107 5.02015 22 832 1002 1 100 
47.9507 -16.4152 1505 0.0274975 -0.00966251 0.764235 5.02332 22 835 1001 1 100 
1.855 -1.08874 1505 0.0507727 -0.0109328 34.3195 5.02015 22 876 1003 1 100 
0.34659 1.44991 1505 0.0122245 0.0601054 37.1573 5.02015 22 876 1004 1 100 
4.59731 -0.622793 1505 0.0137884 -0.000779277 3.50625 5.02018 22 882 1004 1 100 
-5.28914 -0.816658 1505 -0.00553196 -0.000666684 1.16002 5.0202 22 885 1001 1 100 
-29.7118 -41.7606 1505 -0.159592 -0.221338 6.95249 5.02351 22 891 1002 1 100 
-1.96697 -2.34299 1505 -0.00444345 -0.00451916 2.46887 5.02015 22 903 1003 1 100 
3.384 -1.31905 1505 0.0401462 -0.0163412 14.7792 5.02016 22 935 1001 1 100 
27.1516 -45.2486 1505 0.01427 -0.0235534 0.686453 5.02366 22 944 1001 1 100 
-0.935701 4.34125 1505 -0.0985482 0.407943 101.955 5.02018 22 959 1001 1 100 
-3.60462 -0.475578 1505 -0.0323386 -0.000271349 10.7878 5.02016 22 977 1001 1 100 
0.301934 -1.56084 1505 0.0058563 -0.0583834 69.0439 5.02014 22 986 1004 1 100 
-20.7713 -47.265 1505 -0.0730077 -0.170859 4.74751 5.02349 22 1010 1001 1 100 
1.13752 -1.69979 1505 0.00145695 -0.00232242 2.03754 5.02014 22 1023 1003 1 100 
0.595118 -2.03425 1505 0.000542749 -0.00405182 2.34856 5.02015 22 1027 1018 1 100 
-2.64111 1.71422 1505 -0.387178 0.279844 173.591 5.02016 22 1029 1002 1 100 
-1.19208 -45.2057 1505 -0.0389878 -2.17092 64.5953 5.02262 22 1040 1001 1 100 
-1.74614 -0.703667 1505 -0.304766 -0.0523716 236.276 5.02014 22 1047 1001 1 100 
0.560719 -3.13175 1505 0.203662 -0.618519 263.571 5.02015 22 1091 1001 1 100 
43.4284 -43.4218 1505 0.0162815 -0.0162824 0.498418 5.02482 22 1150 1002 1 100 
-2.26904 -0.910801 1505 -0.0537919 -0.0251885 34.1633 5.02015 22 1205 1001 1 100 
-2.25443 -1.72272 1505 -0.133508 -0.13642 94.4321 5.02015 22 1216 1002 1 100 
35.4947 -45.7776 1505 0.106768 -0.140098 3.98802 5.02443 22 1239 1001 1 100 
-1.22312 -0.674583 1505 -0.00017957 -0.000150719 0.264817 5.02014 22 1240 1002 1 100 
0.640866 0.220776 1505 0.000393733 0.000427011 0.831662 5.02014 22 1242 1002 1 100 
0.444769 -3.08344 1505 0.0111742 -0.0572469 24.9632 5.02015 22 1268 1019 1 100 
14.9187 -45.4993 1505 0.0634898 -0.195573 5.70953 5.02298 22 1303 1001 1 100 
-46.6103 -12.0144 1505 -0.048178 -0.0128235 1.38409 5.02298 22 1408 1001 1 100 
0.494624 -2.88292 1505 0.0156567 -0.169955 77.3812 5.02015 22 1420 1002 1 100 
2.73075 -0.548351 1505 0.000737843 -0.000160312 0.386713 5.02015 22 1420 1004 1 100 
44.4791 -29.2634 1505 0.00713474 -0.00478162 0.208427 5.02386 22 1427 1001 1 100 
-0.627461 1.35991 1505 -0.0493044 0.113218 87.7542 5.02014 22 1448 1002 1 100 
2.46854 1.26755 1505 0.000673869 0.000427909 0.358154 5.02015 22 1452 1005 1 100 
2.13641 -2.28826 1505 0.00531467 -0.00650066 3.59749 5.02015 22 1454 1002 1 100 
1.2169 0.391073 1505 0.00175556 0.00156551 2.28655 5.02014 22 1481 1001 1 100 
49.9584 -12.5589 1505 0.238029 -0.0618655 6.26697 5.02351 22 1556 1001 1 100 
3.67825 2.30787 1505 0.0392051 0.0290858 13.2722 5.02017 22 1565 1003 1 100 
-49.9821 -15.7746 1505 -1.67496 -0.550118 44.0897 5.02364 22 1581 1001 1 100 
1.84989 0.885723 1505 0.00034022 0.000243577 0.226677 5.02015 22 1601 1001 1 100 
1.35306 -0.921365 1505 0.0387938 -0.0188381 26.0122 5.02015 22 1609 1003 1 100 
-47.7167 -22.8529 1505 -0.476515 -0.225644 13.0106 5.02373 22 1616 1001 1 100 
-2.30107 -1.85889 1505 -0.00388431 -0.00285167 2.00453 5.02015 22 1636 1001 1 100 
2.36868 0.0568067 1505 0.0298349 0.000815271 12.877 5.02015 22 1659 1003 1 100 
-0.647483 1.11998 1505 -0.00832858 0.0150236 14.6165 5.02014 22 1665 1002 1 100 
-1.6396 -2.85494 1505 -0.000395968 -0.00083133 0.34899 5.02015 22 1743 1001 1 100 
-33.3669 -35.1083 1505 -0.376509 -0.390277 14.8617 5.02305 22 1782 1003 1 100 
-0.473488 -1.76381 1505 -8.44137e-05 -0.000461339 0.462738 5.02014 22 1803 1001 1 100 
1.60067 -1.06735 1505 0.0148654 -0.00996014 15.3303 5.02014 22 1811 1001 1 100 
3.31625 -0.778371 1505 0.146449 -0.0132498 52.6849 5.02016 22 1833 1004 1 100 
2.11701 -2.9074 1505 0.00127756 -0.00190401 0.80042 5.02016 22 1834 1001 1 100 
-0.447272 -1.56143 1505 -0.000467058 -0.00292054 3.07137 5.02014 22 1918 1001 1 100 
-1.70073 1.08502 1505 -0.0119711 0.011541 7.48345 5.02016 22 1920 1001 1 100 
-2.02563 -3.19453 1505 -0.000243986 -0.000310174 0.119233 5.02017 22 1948 1001 1 100 
-1.09843 -0.778915 1505 -0.000767028 -0.000525803 1.06969 5.02014 22 1961 1029 1 100 
-37.6413 -29.7188 1505 -3.6085 -2.90702 127.658 5.02303 22 1965 1001 1 100 
45.2829 -30.0217 1505 0.0071446 -0.00481044 0.207193 5.02393 22 1981 1001 1 100 
0.735859 -3.59518 1505 0.178061 -0.764631 272.027 5.02016 22 2030 1001 1 100 
-1.28866 1.68021 1505 -0.00241574 0.00360818 2.09085 5.02015 22 2070 1055 1 100 
-0.388017 -1.42021 1505 -0.000632286 -0.000980231 0.932125 5.02014 22 2113 1004 1 100 
-30.1887 -42.7824 1505 -0.0191339 -0.0289283 0.871713 5.02362 22 2173 1003 1 100 
-1.89303 -0.728884 1505 -0.0072419 -0.00271348 5.35197 5.02014 22 2175 1004 1 100 
1.96357 0.102835 1505 0.00146613 0.000559273 1.32673 5.02015 22 2184 1002 1 100 
2.62123 -2.03121 1505 0.0364852 -0.0173275 14.6067 5.02016 22 2187 1003 1 100 
